cell_id,centroid_lon,centroid_lat,kecamatan,density,pop_density_norm,poi_count,poi_log,poi_score,traffic_raw,traffic_score,signal_score,construction_index,vendor_hotspot_score,label,label_confidence,suitability_score,zone_class
16,107.55224999999999,-6.925749999999998,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,8388.707020341213,0.447401272234355,0.8716318783347734,0.2555084625559227,0.0037882536616452907,0,0.4011364760984936,0.0033802923,Not Suitable
17,107.55224999999999,-6.921249999999997,Jawa Barat,205400.0,0.45237821360786795,1.0,0.6931471805599453,0.23137821315975918,5870.809223003087,0.3131123198184991,0.9439406944740873,0.32833683887381115,0.051478912587160336,1,0.715443673776148,0.9802407,Highly Suitable
18,107.55224999999999,-6.916749999999997,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,6534.628994729694,0.34851632304386415,0.8750451265998365,0.22199771600497595,0.026411207775961475,0,0.4079233623327885,0.005019354,Not Suitable
19,107.55224999999999,-6.912249999999998,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,3865.9458665886896,0.20618542224765557,0.8956616445640045,0.2037139454180423,0.03643615932589704,0,0.4109308477977691,0.0017685369,Not Suitable
20,107.55224999999999,-6.9077499999999965,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,5156.302486208707,0.27500499025189556,0.9628113150435014,0.22749624981264394,0.004625789532588222,0,0.40138773685977647,0.030344928,Not Suitable
21,107.55224999999999,-6.9032499999999954,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,2463.77642323334,0.13140245613331347,0.8674655389329421,0.18779025167449065,0.019917698695229517,0,0.3702283797752107,0.0010883466,Not Suitable
22,107.55224999999999,-6.898749999999996,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,5299.274970834373,0.28263025018300564,0.9053250787451729,0.16882932390799107,0.05800706977479208,0,0.41740212093243767,0.010539827,Not Suitable
23,107.55224999999999,-6.894249999999996,Jawa Barat,205400.0,0.45237821360786795,1.0,0.6931471805599453,0.23137821315975918,1339.7321097674205,0.07145294845912735,0.9679470667957594,0.19645278348487658,0.0189520750759104,0,0.5950018080966823,0.10633973,Not Suitable
24,107.55224999999999,-6.889749999999995,Jawa Barat,122750.0,0.214700638408006,0.0,0.0,0.0,3238.646129551505,0.1727291697236168,0.831073929651193,0.148615429720546,0.0,0,0.338516540908391,0.0009269106,Not Suitable
25,107.55224999999999,-6.885249999999996,Jawa Barat,122750.0,0.214700638408006,1.0,0.6931471805599453,0.23137821315975918,2293.07346874221,0.1222982260263013,0.8824278834359233,0.11087376457431782,0.013906134586409102,0,0.5955611638171904,0.0049542817,Not Suitable
26,107.55224999999999,-6.8807499999999955,Jawa Barat,122750.0,0.214700638408006,1.0,0.6931471805599453,0.23137821315975918,3380.5167428373957,0.18029566271507114,0.883645012186713,0.09886535075711536,0.03845090326795924,0,0.6500518118887787,0.0061529865,Not Suitable
27,107.55224999999999,-6.876249999999994,Jawa Barat,122750.0,0.214700638408006,1.0,0.6931471805599453,0.23137821315975918,5675.318849337907,0.30268608348967163,0.9092450166105657,0.1736374109492898,0.02161351363074077,0,0.6450005949976132,0.01897241,Not Suitable
28,107.55224999999999,-6.871749999999995,Jawa Barat,122750.0,0.214700638408006,1.0,0.6931471805599453,0.23137821315975918,6762.602411858775,0.36067500215994747,0.8752692918873533,0.07429826891783792,0.08406654185148377,0,0.6637365034638361,0.0053138006,Not Suitable
29,107.55224999999999,-6.867249999999995,Jawa Barat,122750.0,0.214700638408006,1.0,0.6931471805599453,0.23137821315975918,7399.153639506403,0.3946246714476353,0.9034099010220504,0.1342237680951655,0.1228690126018233,0,0.6753772446889379,0.008798724,Not Suitable
30,107.55224999999999,-6.862749999999996,Jawa Barat,122750.0,0.214700638408006,0.0,0.0,0.0,7100.656444676437,0.3787046942209326,0.860085509667155,0.030124301011421845,0.002648325977694052,0,0.3393110387016992,0.0009202554,Not Suitable
31,107.55224999999999,-6.858249999999995,Jawa Barat,122750.0,0.214700638408006,0.0,0.0,0.0,4986.671360754162,0.2659579248156036,0.8747955120934924,0.09153835932500906,0.018141462929822338,0,0.3439589797873377,0.0009063857,Not Suitable
32,107.55224999999999,-6.853749999999995,Jawa Barat,122750.0,0.214700638408006,0.0,0.0,0.0,1758.9751831572862,0.09381275718235983,0.8668104773706254,0.07136585448242551,0.023627981701962966,0,0.2628708818969297,0.0009155231,Not Suitable
33,107.55224999999999,-6.849249999999993,Jawa Barat,122750.0,0.214700638408006,0.0,0.0,0.0,1257.1966032244704,0.06705101970630738,0.9241201040557309,0.016191756930950246,0.06299146544193474,0,0.2412277551738556,0.001145288,Not Suitable
34,107.55674999999998,-6.99775,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,3791.3801012729555,0.20220854974674532,0.9001417491550758,0.005046710260324132,0.01695646191469936,0,0.4050869385744098,0.0013313771,Not Suitable
35,107.55674999999998,-6.99325,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,7608.078272910871,0.40576740733763583,0.9746562785584056,0.18941717886608256,0.03338778340710561,0,0.4100163350221317,0.01740331,Not Suitable
36,107.55674999999998,-6.988749999999999,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,4673.516375271839,0.2492561925258015,0.9105842948760596,0.08439459861241587,0.03811453247289343,0,0.41143435974186804,0.005513696,Not Suitable
37,107.55674999999998,-6.984249999999999,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,3003.3410207634124,0.16017946393704446,0.8883717450140837,0.05739446160199733,0.07692938049002453,0,0.4230788141470074,0.004326286,Not Suitable
38,107.55674999999998,-6.979749999999999,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,3117.10676181761,0.16624701846730885,0.975136570708495,0.10492120628088758,0.16288021326560592,0,0.4488640639796818,0.029163748,Not Suitable
39,107.55674999999998,-6.97525,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,7572.575938695557,0.40387393442736425,0.9091085557732219,0.0780099695912989,0.027725232983616732,0,0.40831756989508505,0.0033149645,Not Suitable
40,107.55674999999998,-6.970749999999999,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,6562.907292279871,0.35002451092906417,0.9111833570646334,0.14958568588977675,0.014596548045367513,0,0.40437896441361026,0.012315197,Not Suitable
41,107.55674999999998,-6.96625,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,6139.666176361879,0.3274514715721722,0.8711414446236891,0.1018426493000343,0.014351327650881538,0,0.40430539829526446,0.006453576,Not Suitable
42,107.55674999999998,-6.961749999999998,Jawa Barat,205400.0,0.45237821360786795,1.0,0.6931471805599453,0.23137821315975918,11781.8838109772,0.6283721428781216,0.8774676522872832,0.08176133651349839,0.027398717690410496,0,0.7082196153071231,0.30489558,Not Suitable
43,107.55674999999998,-6.957249999999998,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,3667.589602875536,0.19560633723184484,0.9520608295915169,0.24265512198712846,0.12661446534815224,0,0.4379843396044457,0.009326643,Not Suitable
44,107.55674999999998,-6.952749999999997,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,4050.9208008074584,0.2160508306711789,0.8800781368422113,0.19362887830449493,0.1482140486705728,0,0.44446421460117186,0.0021753584,Not Suitable
45,107.55674999999998,-6.948249999999998,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,3092.999250898824,0.16496127430801055,0.9578197115321094,0.19940365500323298,0.07536850200944366,0,0.42261055060283315,0.026952336,Not Suitable
46,107.55674999999998,-6.943749999999998,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,4736.255003072028,0.2526022793336944,1.0,0.28506361402108904,0.012120880923580359,0,0.4036362642770741,0.020969756,Not Suitable
47,107.55674999999998,-6.939249999999999,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,3364.132448977486,0.17942182674728607,0.9220968740997503,0.2364224308276037,0.08704258835444754,0,0.4261127765063343,0.0038429927,Not Suitable
48,107.55674999999998,-6.9347499999999975,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,6100.384675408791,0.3253564414967302,0.8816241878117708,0.2613065735971434,0.0072612591061073034,0,0.40217837773183224,0.013092664,Not Suitable
49,107.55674999999998,-6.930249999999997,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,4463.1493484811945,0.23803652837564446,0.9424567588941624,0.32214809149753165,0.0057202734925021455,0,0.40171608204775067,0.003773289,Not Suitable
50,107.55674999999998,-6.925749999999998,Jawa Barat,205400.0,0.45237821360786795,1.0,0.6931471805599453,0.23137821315975918,4262.447717675584,0.22733235611832228,0.9918646627258867,0.3055718929409286,0.015604189817521935,1,0.7046812569452565,0.6902905,Highly Suitable
51,107.55674999999998,-6.921249999999997,Jawa Barat,205400.0,0.45237821360786795,1.0,0.6931471805599453,0.23137821315975918,6944.834880451241,0.37039414458475467,0.9509239087574906,0.47765381283720315,0.015901859524815272,1,0.7047705578574446,0.981655,Highly Suitable
52,107.55674999999998,-6.916749999999997,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,7568.318022126811,0.40364684373444754,0.9273873715671618,0.36840239883501946,0.0027156460005002534,0,0.4008146938001501,0.0043855566,Not Suitable
53,107.55674999999998,-6.912249999999998,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,2084.2869636855603,0.1111628570402105,0.9800996210837066,0.302081509145584,0.0032580643445636256,0,0.33993099060363224,0.0020684276,Not Suitable
54,107.55674999999998,-6.9077499999999965,Jawa Barat,205400.0,0.45237821360786795,1.0,0.6931471805599453,0.23137821315975918,1579.910384147907,0.08426255848130582,1.0,0.21770536512082847,0.05438413303267814,0,0.6216434380114357,0.16578493,Not Suitable
55,107.55674999999998,-6.9032499999999954,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,2492.198539954771,0.13291831443542454,0.955087921059999,0.2321700463924845,0.011989347141974006,0,0.3697446971868729,0.0028616998,Not Suitable
56,107.55674999999998,-6.898749999999996,Jawa Barat,205400.0,0.45237821360786795,2.0,1.0986122886681098,0.36672579134208466,6140.147411697873,0.3274771376612425,0.94704162554809,0.21225376517635922,0.01841848104127395,1,0.7055255443123821,0.99401134,Highly Suitable
57,107.55674999999998,-6.894249999999996,Jawa Barat,269260.0,0.6360211652383965,0.0,0.0,0.0,2022.2091274427655,0.10785201272949185,0.9560303867131091,0.16420769544545918,0.007349801466780936,0,0.3370199563518991,0.002245829,Not Suitable
58,107.55674999999998,-6.889749999999995,Jawa Barat,122750.0,0.214700638408006,1.0,0.6931471805599453,0.23137821315975918,3483.6872264117515,0.18579813234433265,0.9166361665193004,0.11923057368690415,0.013648018669495518,0,0.6426109465092396,0.010109504,Not Suitable
59,107.55674999999998,-6.885249999999996,Jawa Barat,122750.0,0.214700638408006,0.0,0.0,0.0,4131.899899351502,0.2203697503360503,0.8493381071059842,0.17071565563639216,0.03156783497525034,0,0.3479868914009661,0.0008135709,Not Suitable
60,107.55674999999998,-6.8807499999999955,Jawa Barat,122750.0,0.214700638408006,1.0,0.6931471805599453,0.23137821315975918,7129.470761064612,0.38024147000525466,0.8681187566622613,0.14801176029034388,0.0027040036710129054,0,0.6393277420096948,0.0042054337,Not Suitable
61,107.55674999999998,-6.876249999999994,Jawa Barat,122750.0,0.214700638408006,1.0,0.6931471805599453,0.23137821315975918,8245.313971502563,0.43975358203318193,0.8619039250136101,0.0698783035579491,0.040688999737715156,0,0.6507232408297055,0.0032684791,Not Suitable
62,107.55674999999998,-6.871749999999995,Jawa Barat,122750.0,0.214700638408006,0.0,0.0,0.0,8374.140348860645,0.4466243768991355,0.8325323890764517,0.11803761482154827,0.0218367252541023,0,0.3450675584846217,0.0010512773,Not Suitable
63,107.55674999999998,-6.867249999999995,Jawa Barat,122750.0,0.214700638408006,0.0,0.0,0.0,1096.7621688381016,0.058494448368125035,0.8309485503135337,0.04438415640426003,0.03903898408678714,0,0.22334629659458338,0.0010573262,Not Suitable
64,107.55674999999998,-6.862749999999996,Jawa Barat,122750.0,0.214700638408006,1.0,0.6931471805599453,0.23137821315975918,6090.461190058242,0.3248271847280686,0.8744750183575292,0.15741468112958298,0.01806453359858678,0,0.6439359009879669,0.0068699364,Not Suitable
65,107.55674999999998,-6.858249999999995,Jawa Barat,122750.0,0.214700638408006,1.0,0.6931471805599453,0.23137821315975918,4555.604306712265,0.2429674987667492,0.9383465631774401,0.05249575223430442,0.1172634269300535,0,0.673695568987407,0.008393211,Not Suitable
66,107.55674999999998,-6.853749999999995,Jawa Barat,122750.0,0.214700638408006,0.0,0.0,0.0,2768.35276522904,0.14764665712530609,0.8257870625950265,0.07568509775278559,0.041707723224509524,0,0.3355871792823764,0.0010573262,Not Suitable
67,107.55674999999998,-6.849249999999993,Jawa Barat,122750.0,0.214700638408006,0.0,0.0,0.0,2513.867158677622,0.13407398330795242,0.8932888246924912,0.043834876712773405,0.05881217893552319,0,0.32375267372398847,0.0012317671,Not Suitable
68,107.56124999999997,-6.99775,Jawa Barat,196620.0,0.42712946454247425,0.0,0.0,0.0,5853.221224872933,0.312174285778163,0.9380844260488617,0.10213456806608918,0.030363370523478345,0,0.4091090111570435,0.04333739,Not Suitable
69,107.56124999999997,-6.99325,Jawa Barat,196620.0,0.42712946454247425,1.0,0.6931471805599453,0.23137821315975918,4773.094386859989,0.2545670621226388,0.9616777589788078,0.009499766231701331,0.07286732908281135,0,0.7218601987248434,0.90917945,Highly Suitable
70,107.56124999999997,-6.988749999999999,Jawa Barat,196620.0,0.42712946454247425,0.0,0.0,0.0,3058.116508440933,0.16310084655474175,0.8882849654082726,0.16413999984018054,0.121298473643567,0,0.4363895420930701,0.004721696,Not Suitable
71,107.56124999999997,-6.984249999999999,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,6224.97046118922,0.33200106967665366,0.9084210234167233,0.11841352320811091,0.041190282746378704,0,0.41235708482391364,0.01023287,Not Suitable
72,107.56124999999997,-6.979749999999999,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,4880.613739878597,0.2603014733034912,1.0,0.09639936654463188,0.009636962171068868,0,0.4028910886513207,0.020845892,Not Suitable
73,107.56124999999997,-6.97525,Jawa Barat,205400.0,0.45237821360786795,2.0,1.0986122886681098,0.36672579134208466,8180.636945479352,0.4363041131630745,0.9856603770970065,0.09194969178830523,0.0009446753456304071,1,0.700283402603689,0.9584099,Highly Suitable
74,107.56124999999997,-6.970749999999999,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,7443.445265174379,0.3969869103034124,0.9482171018233833,0.060901092901504576,0.003932595732139266,0,0.4011797787196418,0.008555932,Not Suitable
75,107.56124999999997,-6.96625,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,8008.312167192819,0.4271133850978378,0.9532100572428784,0.0766677059139483,0.020565691399595996,0,0.40616970741987884,0.025983248,Not Suitable
76,107.56124999999997,-6.961749999999998,Jawa Barat,205400.0,0.45237821360786795,1.0,0.6931471805599453,0.23137821315975918,12821.825074194785,0.6838361188024619,1.0,0.1371472194945665,0.003212638664464271,0,0.7009637915993392,0.56088454,Moderately Suitable
77,107.56124999999997,-6.957249999999998,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,8459.769614616134,0.4511913074578739,0.9171881373924429,0.21244773937600184,0.03500567783698859,0,0.4105017033510966,0.004756324,Not Suitable
78,107.56124999999997,-6.952749999999997,Jawa Barat,205400.0,0.45237821360786795,1.0,0.6931471805599453,0.23137821315975918,7437.686710933321,0.3966797849636631,0.9369876210271011,0.23348752236510512,0.023214303072814864,1,0.7069642909218444,0.9717221,Highly Suitable
79,107.56124999999997,-6.948249999999998,Jawa Barat,205400.0,0.45237821360786795,1.0,0.6931471805599453,0.23137821315975918,3513.2137953140136,0.1873728952320524,0.9590109649320456,0.2535125166299355,0.058757516856121884,1,0.7176272550568366,0.9444957,Highly Suitable
80,107.56124999999997,-6.943749999999998,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,3127.202771014451,0.1667854765810806,0.9162560165698753,0.1955380668053383,0.004877309866532634,0,0.4014631929599598,0.002820218,Not Suitable
81,107.56124999999997,-6.939249999999999,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,4520.78681477591,0.24111055106902152,0.9583158605797136,0.25838901884255505,0.03799282968308271,0,0.4113978489049248,0.018132092,Not Suitable
82,107.56124999999997,-6.9347499999999975,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,3077.3419216423717,0.164126210094641,0.9342732080568338,0.4531960929871245,0.032101862526769664,0,0.4096305587580309,0.005128522,Not Suitable
83,107.56124999999997,-6.930249999999997,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,2940.5616916112654,0.1568312063730859,0.9362596101109831,0.3730768228487935,0.017292592588534574,0,0.40122678574291776,0.004560597,Not Suitable
84,107.56124999999997,-6.925749999999998,Jawa Barat,205400.0,0.45237821360786795,3.0,1.3862943611198906,0.46275642631951835,8398.024640415926,0.44789821593086443,1.0,0.33073158973511996,0.052725481974001974,1,0.7158176445922005,0.98279506,Highly Suitable
85,107.56124999999997,-6.921249999999997,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,10384.644121794869,0.5538520990810641,0.9758234991566538,0.36242751408189333,0.03570825179178091,0,0.4107124755375343,0.012334305,Not Suitable
86,107.56124999999997,-6.916749999999997,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,8744.25530595913,0.46636399854491456,0.9049837047067648,0.3965870417257467,0.021509792318100285,0,0.4064529376954301,0.006467202,Not Suitable
87,107.56124999999997,-6.912249999999998,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,6203.829878814499,0.33087356296706294,0.9075545470402602,0.31858047542029666,0.026352706852058053,0,0.40790581205561743,0.0068813395,Not Suitable
88,107.56124999999997,-6.9077499999999965,Jawa Barat,205400.0,0.45237821360786795,2.0,1.0986122886681098,0.36672579134208466,5186.132736545482,0.27659594961182793,1.0,0.2840356271372251,0.039190830060484766,1,0.7117572490181454,0.97675085,Highly Suitable
89,107.56124999999997,-6.9032499999999954,Jawa Barat,205400.0,0.45237821360786795,2.0,1.0986122886681098,0.36672579134208466,2920.1100787159917,0.15574044499515213,0.9774412562330786,0.3778293138287269,0.03903636690237405,1,0.7063864663146524,0.96586424,Highly Suitable
90,107.56124999999997,-6.898749999999996,Jawa Barat,269260.0,0.6360211652383965,2.0,1.0986122886681098,0.36672579134208466,1917.701607714469,0.10227823393722751,1.0,0.19642477572622774,0.0014542465537120846,0,0.6282840663876481,0.044728123,Not Suitable
91,107.56124999999997,-6.894249999999996,Jawa Barat,269260.0,0.6360211652383965,1.0,0.6931471805599453,0.23137821315975918,4530.239254294519,0.24161468519315882,0.9637246083006268,0.19562534950461907,0.05451326934833888,1,0.7163539808045016,0.9217916,Highly Suitable
92,107.56124999999997,-6.889749999999995,Jawa Barat,122750.0,0.214700638408006,0.0,0.0,0.0,3586.667813365906,0.1912904740731603,0.8587459861485006,0.23458132895568506,0.005553160251937295,0,0.3401824889839722,0.0009532488,Not Suitable
93,107.56124999999997,-6.885249999999996,Jawa Barat,122750.0,0.214700638408006,0.0,0.0,0.0,4699.875115431625,0.25066200320119963,0.8750860949840977,0.12835056235914963,0.04237589141641189,0,0.35122930833331456,0.0009351269,Not Suitable
94,107.56124999999997,-6.8807499999999955,Jawa Barat,122750.0,0.214700638408006,0.0,0.0,0.0,6918.908099420347,0.3690113719131098,0.804715277619304,0.18929158558980133,0.0527823283691653,0,0.3543512394191406,0.0010216906,Not Suitable
95,107.56124999999997,-6.876249999999994,Jawa Barat,122750.0,0.214700638408006,1.0,0.6931471805599453,0.23137821315975918,5426.876615625049,0.289435725458291,0.8647221110851698,0.08275046065972193,0.022529093998526775,0,0.645275269107949,0.0076962337,Not Suitable
96,107.56124999999997,-6.871749999999995,Jawa Barat,122750.0,0.214700638408006,2.0,1.0986122886681098,0.36672579134208466,6322.05552573702,0.33717898103871635,0.9297441132759003,0.09735985387455065,0.08279247601899337,0,0.663354283714089,0.023189034,Not Suitable
97,107.56124999999997,-6.867249999999995,Jawa Barat,122750.0,0.214700638408006,5.0,1.791759469228055,0.5981040045018439,5574.28753739423,0.29729770392301125,1.0,0.047594113968999735,0.04020284492443887,0,0.6505773943857226,0.018680464,Not Suitable
98,107.56124999999997,-6.862749999999996,Jawa Barat,122750.0,0.214700638408006,1.0,0.6931471805599453,0.23137821315975918,2812.990137941525,0.15002733597036993,0.9110109139018038,0.06676190759511866,0.07960058184487348,0,0.6499308854248154,0.01082295,Not Suitable
99,107.56124999999997,-6.858249999999995,Jawa Barat,122750.0,0.214700638408006,0.0,0.0,0.0,2165.4228875170265,0.11549014078704843,0.855455958501734,0.045072802534797604,0.05384982658989837,0,0.29903416486917106,0.0010160591,Not Suitable
100,107.56124999999997,-6.853749999999995,Jawa Barat,122750.0,0.214700638408006,0.0,0.0,0.0,2003.2621048328574,0.10684149680609975,0.824004292890789,0.11101746581613767,0.036763869745598934,0,0.28309757283969533,0.0010278104,Not Suitable
101,107.56124999999997,-6.849249999999993,Jawa Barat,122750.0,0.214700638408006,0.0,0.0,0.0,2194.1566426472773,0.11702261993671621,0.8734777792814054,0.058845284834760925,0.08196699583622573,0,0.30938491458015394,0.001114288,Not Suitable
102,107.56574999999997,-6.99775,Jawa Barat,196620.0,0.42712946454247425,0.0,0.0,0.0,1858.725731043549,0.09913282878840964,0.821324769248418,0.050677010445886086,0.12598452585454054,0,0.3617113937418742,0.0014269542,Not Suitable
103,107.56574999999997,-6.99325,Jawa Barat,196620.0,0.42712946454247425,0.0,0.0,0.0,4112.99940527657,0.21936171595429418,0.919399867488948,0.12383985298915769,0.021469676767608303,0,0.4064409030302825,0.0015393852,Not Suitable
104,107.56574999999997,-6.988749999999999,Jawa Barat,196620.0,0.42712946454247425,0.0,0.0,0.0,3357.1950816924127,0.1790518308776279,0.9081752533915306,0.01649678249492538,0.015442182181321623,0,0.4046326546543965,0.0019065212,Not Suitable
105,107.56574999999997,-6.984249999999999,Jawa Barat,196620.0,0.42712946454247425,2.0,1.0986122886681098,0.36672579134208466,4491.735031930818,0.2395611103060943,0.9556133917277156,0.17747847918147994,0.003205271689963518,1,0.7009615815069891,0.8215556,Highly Suitable
106,107.56574999999997,-6.979749999999999,Jawa Barat,196620.0,0.42712946454247425,0.0,0.0,0.0,1068.2227815343322,0.05697233558512596,1.0,0.06594862531344801,0.00015769458792144628,0,0.27126272785778394,0.0025589897,Not Suitable
107,107.56574999999997,-6.97525,Jawa Barat,205400.0,0.45237821360786795,2.0,1.0986122886681098,0.36672579134208466,6566.607430946288,0.3502218532301821,0.8827561181585878,0.08116640970740954,0.07128071305792882,1,0.7213842139173786,0.9634137,Highly Suitable
108,107.56574999999997,-6.970749999999999,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,6694.196021300636,0.35702663226331627,0.9257977991605107,0.12535782710137153,0.026292770628987962,0,0.4078878311886964,0.016214764,Not Suitable
109,107.56574999999997,-6.96625,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,11588.25884864914,0.6180453959465808,0.9294479550692886,0.15506954723894092,0.11345211734440638,0,0.43403563520332195,0.023531327,Not Suitable
110,107.56574999999997,-6.961749999999998,Jawa Barat,205400.0,0.45237821360786795,0.0,0.0,0.0,9579.374027500877,0.5109040185478193,0.9453819846579621,0.10042529395804896,0.02939701015510885,0,0.4088191030465327,0.01863337,Not Suitable
