cell_id,centroid_lat,centroid_lon,pop_density_norm,poi_score,traffic_score,signal_score,construction_index,vendor_hotspot_score,label
47,-6.939249999999999,107.55674999999998,0.45237821360786795,0.0,0.17942182674728607,0.9220968740997503,0.2364224308276037,0.08704258835444754,0
48,-6.9347499999999975,107.55674999999998,0.45237821360786795,0.0,0.3253564414967302,0.8816241878117708,0.2613065735971434,0.0072612591061073034,0
49,-6.930249999999997,107.55674999999998,0.45237821360786795,0.0,0.23803652837564446,0.9424567588941624,0.32214809149753165,0.0057202734925021455,0
50,-6.925749999999998,107.55674999999998,0.45237821360786795,0.23137821315975918,0.22733235611832228,0.9918646627258867,0.3055718929409286,0.015604189817521935,1
51,-6.921249999999997,107.55674999999998,0.45237821360786795,0.23137821315975918,0.37039414458475467,0.9509239087574906,0.47765381283720315,0.015901859524815272,1
52,-6.916749999999997,107.55674999999998,0.45237821360786795,0.0,0.40364684373444754,0.9273873715671618,0.36840239883501946,0.0027156460005002534,0
53,-6.912249999999998,107.55674999999998,0.45237821360786795,0.0,0.1111628570402105,0.9800996210837066,0.302081509145584,0.0032580643445636256,0
54,-6.9077499999999965,107.55674999999998,0.45237821360786795,0.23137821315975918,0.08426255848130582,1.0,0.21770536512082847,0.05438413303267814,0
55,-6.9032499999999954,107.55674999999998,0.45237821360786795,0.0,0.13291831443542454,0.955087921059999,0.2321700463924845,0.011989347141974006,0
56,-6.898749999999996,107.55674999999998,0.45237821360786795,0.36672579134208466,0.3274771376612425,0.94704162554809,0.21225376517635922,0.01841848104127395,1
57,-6.894249999999996,107.55674999999998,0.6360211652383965,0.0,0.10785201272949185,0.9560303867131091,0.16420769544545918,0.007349801466780936,0
58,-6.889749999999995,107.55674999999998,0.214700638408006,0.23137821315975918,0.18579813234433265,0.9166361665193004,0.11923057368690415,0.013648018669495518,0
59,-6.885249999999996,107.55674999999998,0.214700638408006,0.0,0.2203697503360503,0.8493381071059842,0.17071565563639216,0.03156783497525034,0
60,-6.8807499999999955,107.55674999999998,0.214700638408006,0.23137821315975918,0.38024147000525466,0.8681187566622613,0.14801176029034388,0.0027040036710129054,0
61,-6.876249999999994,107.55674999999998,0.214700638408006,0.23137821315975918,0.43975358203318193,0.8619039250136101,0.0698783035579491,0.040688999737715156,0
62,-6.871749999999995,107.55674999999998,0.214700638408006,0.0,0.4466243768991355,0.8325323890764517,0.11803761482154827,0.0218367252541023,0
63,-6.867249999999995,107.55674999999998,0.214700638408006,0.0,0.058494448368125035,0.8309485503135337,0.04438415640426003,0.03903898408678714,0
64,-6.862749999999996,107.55674999999998,0.214700638408006,0.23137821315975918,0.3248271847280686,0.8744750183575292,0.15741468112958298,0.01806453359858678,0
65,-6.858249999999995,107.55674999999998,0.214700638408006,0.23137821315975918,0.2429674987667492,0.9383465631774401,0.05249575223430442,0.1172634269300535,0
66,-6.853749999999995,107.55674999999998,0.214700638408006,0.0,0.14764665712530609,0.8257870625950265,0.07568509775278559,0.041707723224509524,0
67,-6.849249999999993,107.55674999999998,0.214700638408006,0.0,0.13407398330795242,0.8932888246924912,0.043834876712773405,0.05881217893552319,0
68,-6.99775,107.56124999999997,0.42712946454247425,0.0,0.312174285778163,0.9380844260488617,0.10213456806608918,0.030363370523478345,0
69,-6.99325,107.56124999999997,0.42712946454247425,0.23137821315975918,0.2545670621226388,0.9616777589788078,0.009499766231701331,0.07286732908281135,0
70,-6.988749999999999,107.56124999999997,0.42712946454247425,0.0,0.16310084655474175,0.8882849654082726,0.16413999984018054,0.121298473643567,0
71,-6.984249999999999,107.56124999999997,0.45237821360786795,0.0,0.33200106967665366,0.9084210234167233,0.11841352320811091,0.041190282746378704,0
72,-6.979749999999999,107.56124999999997,0.45237821360786795,0.0,0.2603014733034912,1.0,0.09639936654463188,0.009636962171068868,0
73,-6.97525,107.56124999999997,0.45237821360786795,0.36672579134208466,0.4363041131630745,0.9856603770970065,0.09194969178830523,0.0009446753456304071,1
74,-6.970749999999999,107.56124999999997,0.45237821360786795,0.0,0.3969869103034124,0.9482171018233833,0.060901092901504576,0.003932595732139266,0
75,-6.96625,107.56124999999997,0.45237821360786795,0.0,0.4271133850978378,0.9532100572428784,0.0766677059139483,0.020565691399595996,0
76,-6.961749999999998,107.56124999999997,0.45237821360786795,0.23137821315975918,0.6838361188024619,1.0,0.1371472194945665,0.003212638664464271,0
77,-6.957249999999998,107.56124999999997,0.45237821360786795,0.0,0.4511913074578739,0.9171881373924429,0.21244773937600184,0.03500567783698859,0
78,-6.952749999999997,107.56124999999997,0.45237821360786795,0.23137821315975918,0.3966797849636631,0.9369876210271011,0.23348752236510512,0.023214303072814864,1
79,-6.948249999999998,107.56124999999997,0.45237821360786795,0.23137821315975918,0.1873728952320524,0.9590109649320456,0.2535125166299355,0.058757516856121884,1
80,-6.943749999999998,107.56124999999997,0.45237821360786795,0.0,0.1667854765810806,0.9162560165698753,0.1955380668053383,0.004877309866532634,0
81,-6.939249999999999,107.56124999999997,0.45237821360786795,0.0,0.24111055106902152,0.9583158605797136,0.25838901884255505,0.03799282968308271,0
82,-6.9347499999999975,107.56124999999997,0.45237821360786795,0.0,0.164126210094641,0.9342732080568338,0.4531960929871245,0.032101862526769664,0
83,-6.930249999999997,107.56124999999997,0.45237821360786795,0.0,0.1568312063730859,0.9362596101109831,0.3730768228487935,0.017292592588534574,0
84,-6.925749999999998,107.56124999999997,0.45237821360786795,0.46275642631951835,0.44789821593086443,1.0,0.33073158973511996,0.052725481974001974,1
85,-6.921249999999997,107.56124999999997,0.45237821360786795,0.0,0.5538520990810641,0.9758234991566538,0.36242751408189333,0.03570825179178091,0
86,-6.916749999999997,107.56124999999997,0.45237821360786795,0.0,0.46636399854491456,0.9049837047067648,0.3965870417257467,0.021509792318100285,0
87,-6.912249999999998,107.56124999999997,0.45237821360786795,0.0,0.33087356296706294,0.9075545470402602,0.31858047542029666,0.026352706852058053,0
88,-6.9077499999999965,107.56124999999997,0.45237821360786795,0.36672579134208466,0.27659594961182793,1.0,0.2840356271372251,0.039190830060484766,1
89,-6.9032499999999954,107.56124999999997,0.45237821360786795,0.36672579134208466,0.15574044499515213,0.9774412562330786,0.3778293138287269,0.03903636690237405,1
90,-6.898749999999996,107.56124999999997,0.6360211652383965,0.36672579134208466,0.10227823393722751,1.0,0.19642477572622774,0.0014542465537120846,0
91,-6.894249999999996,107.56124999999997,0.6360211652383965,0.23137821315975918,0.24161468519315882,0.9637246083006268,0.19562534950461907,0.05451326934833888,1
92,-6.889749999999995,107.56124999999997,0.214700638408006,0.0,0.1912904740731603,0.8587459861485006,0.23458132895568506,0.005553160251937295,0
93,-6.885249999999996,107.56124999999997,0.214700638408006,0.0,0.25066200320119963,0.8750860949840977,0.12835056235914963,0.04237589141641189,0
94,-6.8807499999999955,107.56124999999997,0.214700638408006,0.0,0.3690113719131098,0.804715277619304,0.18929158558980133,0.0527823283691653,0
95,-6.876249999999994,107.56124999999997,0.214700638408006,0.23137821315975918,0.289435725458291,0.8647221110851698,0.08275046065972193,0.022529093998526775,0
96,-6.871749999999995,107.56124999999997,0.214700638408006,0.36672579134208466,0.33717898103871635,0.9297441132759003,0.09735985387455065,0.08279247601899337,0
97,-6.867249999999995,107.56124999999997,0.214700638408006,0.5981040045018439,0.29729770392301125,1.0,0.047594113968999735,0.04020284492443887,0
98,-6.862749999999996,107.56124999999997,0.214700638408006,0.23137821315975918,0.15002733597036993,0.9110109139018038,0.06676190759511866,0.07960058184487348,0
99,-6.858249999999995,107.56124999999997,0.214700638408006,0.0,0.11549014078704843,0.855455958501734,0.045072802534797604,0.05384982658989837,0
100,-6.853749999999995,107.56124999999997,0.214700638408006,0.0,0.10684149680609975,0.824004292890789,0.11101746581613767,0.036763869745598934,0
101,-6.849249999999993,107.56124999999997,0.214700638408006,0.0,0.11702261993671621,0.8734777792814054,0.058845284834760925,0.08196699583622573,0
102,-6.99775,107.56574999999997,0.42712946454247425,0.0,0.09913282878840964,0.821324769248418,0.050677010445886086,0.12598452585454054,0
103,-6.99325,107.56574999999997,0.42712946454247425,0.0,0.21936171595429418,0.919399867488948,0.12383985298915769,0.021469676767608303,0
104,-6.988749999999999,107.56574999999997,0.42712946454247425,0.0,0.1790518308776279,0.9081752533915306,0.01649678249492538,0.015442182181321623,0
105,-6.984249999999999,107.56574999999997,0.42712946454247425,0.36672579134208466,0.2395611103060943,0.9556133917277156,0.17747847918147994,0.003205271689963518,1
106,-6.979749999999999,107.56574999999997,0.42712946454247425,0.0,0.05697233558512596,1.0,0.06594862531344801,0.00015769458792144628,0
107,-6.97525,107.56574999999997,0.45237821360786795,0.36672579134208466,0.3502218532301821,0.8827561181585878,0.08116640970740954,0.07128071305792882,1
108,-6.970749999999999,107.56574999999997,0.45237821360786795,0.0,0.35702663226331627,0.9257977991605107,0.12535782710137153,0.026292770628987962,0
109,-6.96625,107.56574999999997,0.45237821360786795,0.0,0.6180453959465808,0.9294479550692886,0.15506954723894092,0.11345211734440638,0
110,-6.961749999999998,107.56574999999997,0.45237821360786795,0.0,0.5109040185478193,0.9453819846579621,0.10042529395804896,0.02939701015510885,0
111,-6.957249999999998,107.56574999999997,0.45237821360786795,0.0,0.25922151557600537,0.8626207639454531,0.16971796990187143,0.022701233849312774,0
112,-6.952749999999997,107.56574999999997,0.45237821360786795,0.0,0.2651198624493269,0.908023887221854,0.3175927007042016,0.0575547877458566,0
113,-6.948249999999998,107.56574999999997,0.45237821360786795,0.0,0.2614619160504713,0.866870855864664,0.1832819846915241,0.010099810234175985,0
114,-6.943749999999998,107.56574999999997,0.45237821360786795,0.0,0.36087077813750673,0.9215840422599069,0.22353951894043966,0.04147997526046934,0
115,-6.939249999999999,107.56574999999997,0.45237821360786795,0.23137821315975918,0.2736518762253262,0.9692323013326926,0.26372735659632573,0.006209090141851487,1
116,-6.9347499999999975,107.56574999999997,0.45237821360786795,0.0,0.29824995160441686,0.9332682765938564,0.3150418361870938,0.03874941103360411,0
117,-6.930249999999997,107.56574999999997,0.45237821360786795,0.0,0.26912532233838266,0.9187684001959965,0.4950245248120499,0.021797227135630873,0
118,-6.925749999999998,107.56574999999997,0.45237821360786795,0.46275642631951835,0.44127598883658964,1.0,0.4929936878735982,0.0466440020202151,1
119,-6.921249999999997,107.56574999999997,0.45237821360786795,0.0,0.42984152028740374,0.9337832582930362,0.5345807951307925,0.14050052874345975,0
120,-6.916749999999997,107.56574999999997,0.45237821360786795,0.0,0.16759167344150386,0.9428915272893572,0.4992780209898622,0.11005799831698251,0
121,-6.912249999999998,107.56574999999997,0.45237821360786795,0.23137821315975918,0.03325560406322318,0.9624045324691491,0.3955317358341477,0.029727945961476307,0
122,-6.9077499999999965,107.56574999999997,0.45237821360786795,0.23137821315975918,0.2468052377252529,0.8900806986003349,0.30399227015807506,0.039134950876675345,0
123,-6.9032499999999954,107.56574999999997,0.6360211652383965,0.23137821315975918,0.20067925110055712,0.9602958725855686,0.37788963986339535,0.04563838789411997,0
124,-6.898749999999996,107.56574999999997,0.6360211652383965,0.0,0.12907449928480128,0.972000346796578,0.23821604059693774,0.04403730782404978,0
125,-6.894249999999996,107.56574999999997,0.6360211652383965,0.0,0.19034262306702568,0.9217642283090264,0.2200503054189147,0.006061790966147187,0
126,-6.889749999999995,107.56574999999997,0.214700638408006,0.0,0.33906829990407056,0.8258757471093611,0.23384007027787393,0.05199225672008662,0
127,-6.885249999999996,107.56574999999997,0.214700638408006,0.0,0.23275387646018933,0.8623469963810416,0.19472577842763855,0.03704798227428775,0
128,-6.8807499999999955,107.56574999999997,0.214700638408006,0.0,0.3021655648606786,0.8559915712125771,0.2063550492269327,0.010885633017226915,0
129,-6.876249999999994,107.56574999999997,0.214700638408006,0.0,0.2669391632111036,0.8935650235005332,0.2021811642375913,0.15378548412982782,0
130,-6.871749999999995,107.56574999999997,0.214700638408006,0.0,0.1681505454360246,0.8782868973871357,0.14594910843507297,0.09502794012515361,0
131,-6.867249999999995,107.56574999999997,0.214700638408006,0.0,0.2914965280521499,0.8404073889748594,0.0704188509520324,0.03442709397213945,0
132,-6.862749999999996,107.56574999999997,0.214700638408006,0.23137821315975918,0.3599552674743913,0.897089632881719,0.1211916787073046,0.012625240880203888,0
133,-6.858249999999995,107.56574999999997,0.214700638408006,0.23137821315975918,0.3207795304563608,0.7781653733907138,0.2038241391928541,0.10753860227772087,0
134,-6.853749999999995,107.56574999999997,0.214700638408006,0.0,0.21788124305824616,0.825916535679359,0.07048301064999311,0.002289384272725161,0
135,-6.849249999999993,107.56574999999997,0.214700638408006,0.0,0.01884625370306691,0.851915449499013,0.04195086895894404,0.0007516659588672572,0
136,-6.99775,107.57024999999996,0.42712946454247425,0.0,0.2809850866254561,0.8258913138616292,0.18205126936945343,0.01896739574823569,0
137,-6.99325,107.57024999999996,0.42712946454247425,0.0,0.20251228219403472,0.908483320500581,0.01364292032079326,0.04377748967768782,0
138,-6.988749999999999,107.57024999999996,0.42712946454247425,0.0,0.13594132478073392,0.9314466405125347,0.03112629310351698,0.008481408669027878,0
139,-6.984249999999999,107.57024999999996,0.42712946454247425,0.0,0.1406055999651491,0.962779045623179,0.14191306546463106,0.05721906369381998,0
140,-6.979749999999999,107.57024999999996,0.42712946454247425,0.23137821315975918,0.06522132707599722,0.9722048257025269,0.06256391180846888,0.005510444958375021,0
141,-6.97525,107.57024999999996,0.42712946454247425,0.36672579134208466,0.47256147936524046,1.0,0.11767949534624118,0.16411670280555213,1
142,-6.970749999999999,107.57024999999996,0.42712946454247425,0.0,0.32907873743865734,0.9824993908787082,0.17621231152862257,0.13714312076755308,0
143,-6.96625,107.57024999999996,0.42712946454247425,0.23137821315975918,0.47010786641175045,0.8907133154275723,0.11120887324803308,0.020950959552688324,1
144,-6.961749999999998,107.57024999999996,0.45237821360786795,0.0,0.4206992029191834,0.9176467611263853,0.18062773254771378,0.07361454021163139,0
145,-6.957249999999998,107.57024999999996,0.45237821360786795,0.0,0.2707925132684496,0.9204416111365737,0.17506891180778217,0.08560954001033914,0
146,-6.952749999999997,107.57024999999996,0.45237821360786795,0.0,0.11283236003452,0.9303563075356431,0.20324325892702524,0.002513399478499539,0
147,-6.948249999999998,107.57024999999996,0.45237821360786795,0.0,0.1794204610792874,0.9037796400746206,0.30811754083508996,0.007648697015968869,0
148,-6.943749999999998,107.57024999999996,0.45237821360786795,0.23137821315975918,0.15225635830130013,0.9858113408845376,0.34208600973825065,0.004645461783781734,1
149,-6.939249999999999,107.57024999999996,0.45237821360786795,0.0,0.398581613665053,0.9564899608482155,0.317935445035794,0.037417392655902,0
150,-6.9347499999999975,107.57024999999996,0.45237821360786795,0.0,0.24413514117968682,0.8657186504088002,0.34683170777621,0.01002323732173773,0
151,-6.930249999999997,107.57024999999996,0.45237821360786795,0.0,0.2015731666394703,0.964503739604184,0.5176089622165333,0.15157755798488634,0
152,-6.925749999999998,107.57024999999996,0.45237821360786795,0.23137821315975918,0.29543766308311087,0.9354936275027114,0.5502377051804095,0.030607564167115783,1
153,-6.921249999999997,107.57024999999996,0.45237821360786795,0.36672579134208466,0.325481958562695,1.0,0.6136822536684869,0.2847557053392177,1
154,-6.916749999999997,107.57024999999996,0.45237821360786795,0.0,0.1991801974052309,0.949274913669512,0.5770301039786485,0.5072624933247513,0
155,-6.912249999999998,107.57024999999996,0.45237821360786795,0.0,0.08911663277514235,0.9214672340005303,0.4722855608751153,0.1494429380812695,0
156,-6.9077499999999965,107.57024999999996,0.45237821360786795,0.23137821315975918,0.2277447392536035,1.0,0.35844313968940733,0.018430929722936227,0
157,-6.9032499999999954,107.57024999999996,0.6360211652383965,0.0,0.23034246772052083,0.9937852681795402,0.34307352880902897,0.021717448993939382,0
158,-6.898749999999996,107.57024999999996,0.6360211652383965,0.0,0.07923028535653344,0.9594702563548111,0.35057403172291846,0.07375425867511444,0
159,-6.894249999999996,107.57024999999996,0.6360211652383965,0.0,0.24995917714881688,0.9681358185311127,0.21408564789588141,0.02230191289033903,0
160,-6.889749999999995,107.57024999999996,0.214700638408006,0.23137821315975918,0.33683161217813545,0.9891248397352026,0.19607680846667053,0.061918578560759815,0
161,-6.885249999999996,107.57024999999996,0.214700638408006,0.0,0.33750298976085363,0.9144984537730729,0.24903574281700433,0.003953023346100799,0
162,-6.8807499999999955,107.57024999999996,0.214700638408006,0.0,0.2784330733571998,0.895800623020791,0.11042070420900049,0.00836830224154145,0
163,-6.876249999999994,107.57024999999996,0.214700638408006,0.0,0.3167699835198382,0.8664215163307727,0.10576613690195147,0.03795736348531709,0
164,-6.871749999999995,107.57024999999996,0.214700638408006,0.36672579134208466,0.22449080312263686,0.9353328711129058,0.11290858673132574,0.0009796336048278121,0
165,-6.867249999999995,107.57024999999996,0.214700638408006,0.0,0.3748067827619906,0.8637519903917658,0.08229315833678752,0.004192911983415195,0
166,-6.862749999999996,107.57024999999996,0.214700638408006,0.0,0.3061889470350265,0.7967811819551227,0.07815226640539882,0.055259279200313774,0
167,-6.858249999999995,107.57024999999996,0.214700638408006,0.0,0.3495468935178889,0.8932395879870533,0.11942895119455989,0.009132071799592486,0
168,-6.853749999999995,107.57024999999996,0.214700638408006,0.0,0.3835863229735896,0.8744035252134965,0.2250602713831932,0.010077272636738157,0
169,-6.849249999999993,107.57024999999996,0.214700638408006,0.0,0.20540527271067516,0.8037885610968891,0.05097813422630784,0.13619519538837838,0
170,-6.99775,107.57474999999995,0.42712946454247425,0.0,0.24622288929368263,0.8956879990051495,0.03567415356831292,0.02884534404652691,0
171,-6.99325,107.57474999999995,0.42712946454247425,0.0,0.29040186946281094,0.911462464711466,0.03347232155980856,0.01873622339935797,0
172,-6.988749999999999,107.57474999999995,0.42712946454247425,0.0,0.10982490244469406,0.934409565263749,0.1326547687132719,0.021723388821997435,0
173,-6.984249999999999,107.57474999999995,0.42712946454247425,0.0,0.04305312402134582,0.9905355155674338,0.0638072214083154,0.0007844349066091754,0
174,-6.979749999999999,107.57474999999995,0.42712946454247425,0.0,0.2692028103164653,0.9220899915488039,0.07194052650033982,0.06199849606655227,0
175,-6.97525,107.57474999999995,0.42712946454247425,0.23137821315975918,0.31413461156769074,0.8784381434556141,0.18341301445542182,0.002387853358207168,1
176,-6.970749999999999,107.57474999999995,0.42712946454247425,0.36672579134208466,0.4430787949776426,1.0,0.10862510026803913,0.026372799335068493,1
177,-6.96625,107.57474999999995,0.42712946454247425,0.5981040045018439,0.430706668640616,1.0,0.16333119584967526,0.0013832875491561543,0
178,-6.961749999999998,107.57474999999995,0.42712946454247425,0.0,0.34576578269102015,0.8516703770453344,0.14180229799534935,0.05397039657503926,0
179,-6.957249999999998,107.57474999999995,0.42712946454247425,0.0,0.1520694282720598,0.8301126860925853,0.25630069277113693,0.018462561867138017,0
180,-6.952749999999997,107.57474999999995,0.45237821360786795,0.0,0.1623335422491021,0.8841153369433367,0.20322753825169837,0.03511630193549195,0
181,-6.948249999999998,107.57474999999995,0.45237821360786795,0.0,0.3893003825153575,0.941820449836738,0.20811948749281287,0.03780706003146304,0
182,-6.943749999999998,107.57474999999995,0.45237821360786795,0.36672579134208466,0.26432838503115064,0.9513635436663211,0.22860562188807967,0.007065651259868072,1
183,-6.939249999999999,107.57474999999995,0.45237821360786795,0.0,0.24478603739010057,0.9506771390923948,0.30525395774020664,0.10251276194079464,0
184,-6.9347499999999975,107.57474999999995,0.45237821360786795,0.36672579134208466,0.24110918320256003,0.9704535572060385,0.44127377845619736,0.0859734453221639,1
185,-6.930249999999997,107.57474999999995,0.45237821360786795,0.23137821315975918,0.26328163630899565,0.9687432689461105,0.5811186046504232,0.0069803050279871135,1
186,-6.925749999999998,107.57474999999995,0.45237821360786795,0.0,0.17107592038264519,0.9548052952154218,0.7403926790595424,0.020581339342285225,0
187,-6.921249999999997,107.57474999999995,0.45237821360786795,0.23137821315975918,0.20974431031687288,0.9845522198653788,0.8445484306530145,0.2561370190799757,1
188,-6.916749999999997,107.57474999999995,0.45237821360786795,0.0,0.3371157416694285,0.8845894582030447,0.893013732786821,0.21438834992353692,0
189,-6.912249999999998,107.57474999999995,0.45237821360786795,0.46275642631951835,0.34845651121135524,1.0,0.5627808400670024,0.037464098696586894,1
190,-6.9077499999999965,107.57474999999995,0.6360211652383965,0.0,0.15965417552715302,0.8790851674739497,0.4497085692240662,0.06366756613187953,0
191,-6.9032499999999954,107.57474999999995,0.6360211652383965,0.0,0.14688272300992472,0.950658239243764,0.292516634656544,0.047787612409411276,0
192,-6.898749999999996,107.57474999999995,0.6360211652383965,0.0,0.024217296276116473,0.9173137813981429,0.24079194701352102,0.0060557417913395155,0
193,-6.894249999999996,107.57474999999995,0.6360211652383965,0.0,0.21512889464152832,1.0,0.3969243585106077,0.022123865255424247,0
194,-6.889749999999995,107.57474999999995,0.2621786392132053,0.0,0.2231026219460428,0.8238546781402308,0.19701761196119288,0.06628466297167611,0
195,-6.885249999999996,107.57474999999995,0.214700638408006,0.36672579134208466,0.1612192351669857,0.8714563823394016,0.17222807814364832,0.004691003654288686,0
196,-6.8807499999999955,107.57474999999995,0.214700638408006,0.36672579134208466,0.2661988871405023,0.8672611541196514,0.22633960746415888,0.008499559018104896,0
