sub_cell_id,parent_cell_id,centroid_lon,centroid_lat,resolution,pop_density_norm,working_pop_density,func_mixture_degree,recreational_density,catering_density,commercial_density,public_service_density,open_space_density,business_office_density,floor_area_proxy,trunk_road_density,secondary_road_density,intersection_density,suitability_score,zone_class
16,2,107.55337499999999,-6.9876249999999995,250m,0.4443032083147424,0.9454785692071875,0.0,0.028195618653811476,0.0,0.013408854700789664,0.0,0.004096427231305388,0.0,0.8335991587888616,0.006325837606093065,0.3054215381735558,0.2775945806512604,0.33114684,Not Suitable
17,2,107.55337499999999,-6.985375,250m,0.4633434172119963,0.8996181424827161,0.015628448417852867,0.012506979130704816,0.0,0.020482230139221503,0.0,0.0,0.016045137344773478,0.7285704342409766,0.0,0.2744372398605285,0.39180866741129056,0.34041518,Not Suitable
18,3,107.551125,-6.985375,250m,0.4497685577450507,0.9002785949215133,0.02258809203172214,0.009571131907924779,0.0,0.010461985036757247,0.0012091161590116128,0.0,0.0,0.7011918423351209,0.040493775180748204,0.25145141201152466,0.3571461120552781,0.31426013,Not Suitable
19,3,107.551125,-6.983125,250m,0.42488969009433347,0.9054564439792256,0.007075350144582369,0.0,0.021324202341908932,0.013884345800759115,0.0,0.005644197282480056,0.0022444219213941423,0.6999570848015816,0.0,0.2429990168342523,0.3539452445290248,0.31398174,Not Suitable
20,3,107.551125,-6.980874999999999,250m,0.4428326392152038,0.8862162982507972,0.0033916644722877067,0.0025943782499412895,0.019064459852327555,0.010882615113603982,0.0,0.029835613090735704,0.008918870088475759,0.8489621537370171,0.00256317847894158,0.40065065098469005,0.25733371444849634,0.3198111,Not Suitable
21,3,107.55337499999999,-6.985375,250m,0.4655106457137387,0.8610054869032966,0.0,0.0,0.0,0.0,0.0,0.02820755377632792,0.0,0.6919456134643516,0.04737104470834162,0.22248934965212,0.3682849631859737,0.1908343,Not Suitable
22,3,107.55337499999999,-6.983125,250m,0.4477325581662024,0.837685243696445,0.022186584139788534,0.0,0.0,0.007495001291814163,0.003377285061905942,0.0,0.008831034314602198,0.7685380174119868,0.0,0.27195618342327327,0.3790461368852091,0.21218209,Not Suitable
23,3,107.55337499999999,-6.980874999999999,250m,0.4494035574031415,0.8770429526458485,0.050984221961257195,0.0,0.0,0.0036526813241161533,0.0,0.002571533245147151,0.0,0.8743414807099793,0.0,0.39129307527784685,0.3154931671470188,0.31049296,Not Suitable
24,4,107.551125,-6.980874999999999,250m,0.4652149461712927,0.9016742587010189,0.05241381877048552,0.009418419058031372,0.0,0.0016374396525939278,0.0,0.0,0.000147044898034676,0.8859317203518053,0.0,0.4561181704153077,0.24072864153131812,0.339219,Not Suitable
25,4,107.551125,-6.978624999999998,250m,0.4888704197061767,0.854339894540884,0.0015088529052654405,0.0,0.01210675928685518,0.0,0.0,0.0001533871406303683,0.0,0.8772243833846236,0.0,0.3977397454734556,0.3012362043203392,0.20004216,Not Suitable
26,4,107.551125,-6.976374999999999,250m,0.4381144401705022,0.9125263390564393,0.3105611278532368,0.0,0.0034504981962899394,0.17495215314978085,0.3575239250476038,0.0,0.45014141130713237,0.9209840560627203,0.0,0.6121709817164451,0.763031863873366,0.51338464,Moderately Suitable
27,4,107.55337499999999,-6.980874999999999,250m,0.4793423498765499,0.8732466215740408,0.016380676909644655,0.003257631402862526,0.01874205265756337,0.0,0.0,0.025762438906088172,0.014918646827264435,0.8459685852399207,0.009707957964645256,0.42975908738519336,0.300912418716414,0.33965236,Not Suitable
28,4,107.55337499999999,-6.978624999999998,250m,0.4277779581010707,0.8914086895340337,0.0,0.003316414744064164,0.01630086352573582,0.009232376968707238,0.016418644001237114,0.017940375364929564,0.0,0.8215585434224334,0.0046115445998938095,0.44559596659986633,0.3046097698211559,0.32106358,Not Suitable
29,4,107.55337499999999,-6.976374999999999,250m,0.45587776606267544,0.9428636327123627,0.29675137151488534,0.0,0.019748885909386713,0.19870014202979674,0.3631921226638835,0.0,0.41196359217082107,0.9025941580518835,0.0,0.6225048095150775,0.7377293043961808,0.47034043,Moderately Suitable
30,5,107.551125,-6.976374999999999,250m,0.42898762321762024,0.9045483452531092,0.32166722146972077,0.0,0.015640162846763946,0.10765207979428582,0.3272097832501816,0.0,0.4258802313517518,0.8631717886675346,0.00016409366096628794,0.6225744238522146,0.7161220195321046,0.38857397,Moderately Suitable
31,5,107.551125,-6.974124999999999,250m,0.4794073772979517,0.9195111908412209,0.3132657294242382,0.014591636369720397,0.0,0.17252024717625006,0.34817218482944495,0.0,0.43627600336307676,0.9153827984041786,0.016649357069619907,0.618372871112128,0.7397132391020051,0.4891005,Moderately Suitable
32,5,107.551125,-6.971875,250m,0.469056673542233,0.9834211818541875,0.32338636509737306,0.0,0.012577913431629402,0.0,0.37741140053375843,0.0,0.1833049421605384,0.8846358131270244,0.3988223764197065,0.7132379961362574,0.8368591380792962,0.49779794,Moderately Suitable
33,5,107.55337499999999,-6.976374999999999,250m,0.4751325493009693,0.9396929236286522,0.30577057188138446,0.0019911976288032015,0.0,0.1727195252125274,0.3487618390352053,0.0,0.40854316569898225,0.8946514308480216,0.005385644071221972,0.5998477199497207,0.7292000290398993,0.46320125,Moderately Suitable
34,5,107.55337499999999,-6.974124999999999,250m,0.43466755051675804,0.9433381027048673,0.2833438236094278,0.00016321497168037474,0.0,0.10393458443996292,0.3694377985506417,0.011252988109072186,0.424929494276154,0.914118883047101,0.0,0.5889827903264067,0.7058380078616046,0.42603478,Moderately Suitable
35,5,107.55337499999999,-6.971875,250m,0.46606931411756264,0.9770759226367985,0.32625858993984996,0.0,0.0,0.011634980777086934,0.3436547125828569,0.0,0.21599751379268153,0.8607770425679485,0.4273235186099896,0.6915421024102679,0.8454246010266091,0.4844815,Moderately Suitable
36,6,107.551125,-6.971875,250m,0.44199794701127804,0.9785325839776065,0.35660906280950744,0.0,0.0,0.0,0.3634687585650044,0.0,0.22304291295547618,0.866685586382698,0.46233219029816225,0.7071993208487011,0.864274885500633,0.4235562,Moderately Suitable
37,6,107.551125,-6.969624999999999,250m,0.4432305073848291,1.0,0.3214822075248018,0.0,0.01511203949383443,0.0,0.30248065923717843,0.02796088005867907,0.21470086496535346,0.8698159311248409,0.4322340968152678,0.6814055362483488,0.8308612528763565,0.46442348,Moderately Suitable
38,6,107.551125,-6.967374999999999,250m,0.46250895519584256,0.9415945901615584,0.0,0.0,0.010818765308647248,0.016713126259350192,0.011172487936493329,0.0,0.0,0.7988101303512224,0.31375923752471263,0.5837693600151618,0.7398251919551688,0.4281075,Moderately Suitable
39,6,107.55337499999999,-6.971875,250m,0.4699125770572421,0.9793723027501434,0.325519140132379,0.0,0.0,0.014450186591622553,0.317019956994016,0.0002747979575434727,0.2024936880168611,0.9109724852448577,0.3991450888764073,0.7218557669394581,0.8345752335501541,0.4885636,Moderately Suitable
40,6,107.55337499999999,-6.969624999999999,250m,0.4564666179159755,0.9857267150737402,0.310142638991615,0.0,0.0,0.01856911240502438,0.3356619220984789,0.0,0.2234998758284856,0.8946485024582315,0.44161387443709915,0.6932113017324434,0.8294969883249588,0.4892012,Moderately Suitable
41,6,107.55337499999999,-6.967374999999999,250m,0.43981847158765597,0.9580399783210543,0.014152736599691884,0.012129449460419349,0.014483681314006444,0.004953332828167146,0.0,0.003749855795604217,0.0,0.7968996520435995,0.3336443992328046,0.5833471152588282,0.6747610822266564,0.405966,Moderately Suitable
42,7,107.551125,-6.967374999999999,250m,0.43586188319020774,0.9389403407638238,0.0,0.031333933355654875,0.004170606252822433,0.0,0.018995030804551442,0.03638205307070274,0.0018666729135120375,0.8114875697106823,0.32205700814739846,0.5827765042502084,0.7154666907574334,0.40162298,Moderately Suitable
43,7,107.551125,-6.965124999999998,250m,0.48126455412437263,0.9435769976511457,0.0,0.02776195076853203,0.0,0.0034451281861908913,0.0,0.0,0.01146846688224823,0.8455835609696053,0.3546082425534999,0.5907399158660909,0.7359247236408967,0.42193753,Moderately Suitable
44,7,107.551125,-6.962874999999999,250m,0.46425713182211387,0.9825462681703834,0.005709429223225423,0.0,0.0,0.0,0.006974172444757492,0.021000548220827836,0.0,0.8822188252347958,0.05148506242085408,0.48946257511988317,0.7338217247533317,0.39012063,Moderately Suitable
45,7,107.55337499999999,-6.967374999999999,250m,0.46677277233643577,0.9578938594122909,0.0,0.019199962944929056,0.0,0.023123205074673726,0.0,0.0,0.0,0.8414132955164487,0.29904814519704237,0.5853106405766986,0.7324579800370942,0.42440146,Moderately Suitable
46,7,107.55337499999999,-6.965124999999998,250m,0.49604797646212456,0.9356372527377107,0.03118454805557586,0.0,0.002046244844278847,0.028378760714245384,0.03749702346776679,0.0,0.05123278819438376,0.8652426389722611,0.30155126898873497,0.5722244874716832,0.7168509718149573,0.42436022,Moderately Suitable
47,7,107.55337499999999,-6.962874999999999,250m,0.43606095463515476,1.0,0.027419854740084144,0.0,0.028241225451655208,0.0,0.0,0.0,0.02932632295658651,0.8768512762332681,0.006899849391563813,0.49965179657383507,0.7238010794023255,0.37614337,Moderately Suitable
48,8,107.551125,-6.962874999999999,250m,0.5035673695759849,1.0,0.0016781845310411365,0.0,0.03626852391119686,0.01680701447571625,0.04397278094161525,0.006639804310081196,0.016264771876952955,0.8767747394174933,0.025304826183618224,0.48393510402766776,0.7343717053849792,0.3802189,Moderately Suitable
49,8,107.551125,-6.960624999999999,250m,0.515396376278665,0.9902931806149257,0.02575448297487803,0.025350465128089555,0.0,0.0,0.0,0.002651658202167214,0.03126061766916642,0.8728440368106838,0.008261229376861167,0.5261787939582006,0.7688262112482879,0.40470585,Moderately Suitable
50,8,107.551125,-6.958374999999998,250m,0.4847464760130706,0.9389853497541071,0.006875214756332846,0.003088003075633683,0.005249227094012765,0.008715889134249232,0.008194391992552251,0.020510568313909027,0.0,0.7664577479318543,0.03981982006561911,0.04825906708828891,0.173134007493568,0.27711004,Not Suitable
51,8,107.55337499999999,-6.962874999999999,250m,0.4689203442389729,0.9965249688228021,0.013652014640328348,0.0,0.03852008626920154,0.025212377434310235,0.0017539370882064087,0.01315614706487954,0.03191869566490301,0.8726997706494126,0.008481840545095145,0.5112214779946768,0.7108629274681108,0.39875105,Moderately Suitable
52,8,107.55337499999999,-6.960624999999999,250m,0.4391017745100615,0.9919242088176746,0.02412243926248066,0.0,0.0,0.02489631801910308,0.0,0.007323093539254819,0.0,0.9067835573528339,0.0,0.5467048493456159,0.7154620228386941,0.36844558,Moderately Suitable
53,8,107.55337499999999,-6.958374999999998,250m,0.4722679261642724,0.9759582863409073,0.045599385291943094,0.0,0.002102646001510567,0.0,0.0,0.0,0.013581757596144738,0.7516911361429144,0.0,0.07005678467719498,0.17725010468474586,0.2717204,Not Suitable
54,12,107.551125,-6.944874999999998,250m,0.4435243706257978,0.8644095256969224,0.006170376940684657,0.0,0.03302187311394056,0.015963575662834767,0.0,0.010457067763992488,0.0,0.7909476952147766,0.0,0.2082449994550342,0.003683648991844757,0.30373883,Not Suitable
55,12,107.551125,-6.942624999999997,250m,0.45194519781207015,0.8965213932606116,0.049215628777723,0.0,0.024136933463393247,0.01817144288181021,0.02130811392794132,0.015711936419238848,0.0,0.820625948806853,0.02545150340185085,0.1767629311215386,0.0,0.3113401,Not Suitable
56,12,107.551125,-6.940374999999997,250m,0.44656955006007315,1.0,0.02402406385637411,0.0,0.02959650048785161,0.006761997630708969,0.02397176233688068,0.4910696452360986,0.0,0.6142570116573849,0.0,0.148457713082653,0.3087175906971618,0.035551354,Not Suitable
57,12,107.55337499999999,-6.944874999999998,250m,0.45805481273768855,0.8945750878278216,0.03412583751101841,0.0,0.0027612144641166276,0.008446001519477452,0.0,0.005618658077441322,0.01598331570638191,0.8393482034945255,0.0,0.1932238559272548,0.0,0.3337473,Not Suitable
58,12,107.55337499999999,-6.942624999999997,250m,0.4781397679167358,0.89633095077791,0.0026756130048178313,0.00447810297567743,0.004179782272749179,0.020756011349182816,0.011917199828277842,0.010660266353571677,0.0,0.7950032011427102,0.018098898780533286,0.1952804974939377,0.0,0.3337473,Not Suitable
59,12,107.55337499999999,-6.940374999999997,250m,0.4412665324505381,0.9801235169033641,0.009671880086709755,0.0,0.03589229163309359,0.0,0.012818543253722182,0.4838806528802964,0.011127044467873633,0.5780672308849115,0.0,0.15063362696881252,0.2985236407600853,0.07072412,Not Suitable
60,14,107.551125,-6.9358749999999985,250m,0.4326701369352622,0.9715570988259606,0.5471424722457844,0.0,0.006220793974517424,0.028305978358302574,0.3447199530062248,0.0,0.0,0.8844088744288374,0.03506277084885916,0.7497463637811784,0.6896773372119746,0.45605087,Moderately Suitable
61,14,107.551125,-6.9336249999999975,250m,0.43231908257287843,0.971750483595038,0.48956327093984436,0.046941737704675836,0.021194013974377836,0.0,0.3845205817867331,0.0,0.0,0.9030078703116302,0.0,0.7419544026578414,0.6362939178718646,0.44657835,Moderately Suitable
62,14,107.551125,-6.931374999999997,250m,0.4330126670635104,0.926233510408679,0.0,0.009811868971637975,0.02642627908495747,0.005879708222320632,0.005730651970568036,0.302940953144026,0.0,0.8568554580688243,0.0,0.6417112964979768,0.7468068713126276,0.081661545,Not Suitable
63,14,107.55337499999999,-6.9358749999999985,250m,0.4237561539319408,0.9561844503248378,0.5481936933978241,0.03732081010940771,0.0,0.0,0.3422270258464283,0.0,0.0,0.8770042890950484,0.019913814387176983,0.751040939777435,0.6675550207023587,0.4353946,Moderately Suitable
64,14,107.55337499999999,-6.9336249999999975,250m,0.43411953210908166,0.9385642857617396,0.46066445561154507,0.01983130483057402,0.013225988226601872,0.004767505579636799,0.36094926860902665,0.029741378856895095,0.024438294363976834,0.8616972068495241,0.008798655013953962,0.7688008446880307,0.6811905769367139,0.40228552,Moderately Suitable
65,14,107.55337499999999,-6.931374999999997,250m,0.47824352593815705,0.9213128147602839,0.021017984014169037,0.020423463154685965,0.02576595131233618,0.001917957955926309,0.0,0.32202403888516884,0.013857628291116727,0.8797759861363388,0.0152448627714434,0.637495701562202,0.657865127956113,0.21502702,Not Suitable
66,17,107.551125,-6.922374999999997,250m,0.44051197424308797,0.9429439168208008,0.48775339896543163,0.014552035191048241,0.01598491869716944,0.0,0.34286581170775043,0.0,0.01094486904926698,0.8395739441698633,0.3526338564761473,0.19429485423914938,0.5420644941562127,0.45393473,Moderately Suitable
67,17,107.551125,-6.920124999999997,250m,0.45752036676559554,0.9521993468306545,0.4974975387678756,0.0,0.01040596835137398,0.0,0.3886005512337603,0.005869204557488961,0.0,0.7676022740340878,0.35009260995815383,0.2252709019201659,0.5639664759242978,0.47429007,Moderately Suitable
68,17,107.551125,-6.917874999999996,250m,0.4280403342860857,0.861277358770154,0.0,0.0041380338189394485,0.021944072643773193,0.015504347005461824,0.22201358725221562,0.025886805929344087,0.057556830087640724,0.7131117583670837,0.16040804555229252,0.5030623122553542,0.6128099350688314,0.2953364,Not Suitable
69,17,107.55337499999999,-6.922374999999997,250m,0.4557712252058768,0.9538399135409754,0.49700186820995346,0.030179768585830852,0.02995436306259664,0.0,0.35687832350784954,0.0,0.0,0.7933112620044563,0.3859550934611664,0.23702514899594543,0.6238324859518488,0.47804835,Moderately Suitable
70,17,107.55337499999999,-6.920124999999997,250m,0.4175625846372769,0.9549478871515253,0.47341496592684845,0.005132864459314399,0.017261757698160164,0.0,0.34648697293041414,0.0029990723203962683,0.0,0.7914391822926667,0.372776840536445,0.25682780179830367,0.5647612914156352,0.45725542,Moderately Suitable
71,17,107.55337499999999,-6.917874999999996,250m,0.43840309565827434,0.8765992051811992,0.0,0.0,0.010225396637141304,0.007591364956587027,0.20551462124605688,0.0,0.014583464777273594,0.693129425155952,0.20497478247933798,0.5064495230662645,0.6139892409412362,0.35540926,Moderately Suitable
72,18,107.551125,-6.917874999999996,250m,0.49746899215043316,0.864819790457299,0.00956122789729738,0.0,0.0,0.0,0.20779103530035725,0.0,0.0,0.6777195271698353,0.17670468913792067,0.5335415695543799,0.625737504931628,0.37479,Moderately Suitable
73,18,107.551125,-6.915624999999997,250m,0.4407188197883322,0.8882060052277965,0.0,0.029163560326714296,0.0039002263516886466,0.0,0.2737194106401951,0.01978353544613316,0.015238915765094126,0.7039218927436461,0.17208785284815348,0.5127947911458799,0.6409805998640442,0.35427448,Moderately Suitable
74,18,107.551125,-6.913374999999997,250m,0.47477774131569556,0.9306636378822193,0.020327811974790028,0.0,0.023089337298029738,0.014363801014094707,0.0,0.0008047883402536597,0.022386240133333107,0.48536523914461727,0.2003620132559287,0.3136639717090665,0.48426571750343966,0.4064233,Moderately Suitable
75,18,107.55337499999999,-6.917874999999996,250m,0.46147929611029204,0.8338404341982755,0.019044460017852233,0.03771240403012684,0.0002115509589062893,0.0,0.22149555473349272,0.0,0.0,0.6995820267267902,0.16922290345135507,0.5252495378280279,0.6374846659305987,0.21448249,Not Suitable
76,18,107.55337499999999,-6.915624999999997,250m,0.4493184980633732,0.8894285588751999,0.0,0.0,0.003487094358311044,0.0010433314546803997,0.21170050944239835,0.017017294123901724,0.0,0.7177553390633551,0.21295954575758494,0.5201533005535847,0.6351043970528522,0.342057,Not Suitable
77,18,107.55337499999999,-6.913374999999997,250m,0.439336077181769,0.8723835169395433,0.0,0.0,0.013030354447068822,0.0,0.0,0.012145548530263523,0.0,0.5044551230928532,0.19467497912985843,0.326393112187225,0.4159307757164871,0.34560108,Not Suitable
78,19,107.551125,-6.913374999999997,250m,0.47811640157613694,0.9124220222257652,0.0,0.0,0.0,0.004291861750811011,0.0,0.044041397483395424,0.004882377620557985,0.4837884524463308,0.21553814645487093,0.31340771338218143,0.40271667335551553,0.38173538,Moderately Suitable
79,19,107.551125,-6.9111249999999975,250m,0.44883054441981035,0.9154155736930143,0.07241901994532482,0.002764113824299051,0.0,0.0,0.01632001606181152,0.0,0.019412223102239123,0.4921313719898958,0.1885045407268844,0.354061565730001,0.430842570451362,0.35309318,Moderately Suitable
80,19,107.551125,-6.9088749999999965,250m,0.48292670317330294,0.9546105730937592,0.000645878254420658,0.0013419786348227835,0.0048230116733771885,0.0,0.0,0.0,0.0,0.557001499199855,0.3378154521964812,0.33355028951362115,0.5364295190013294,0.4184464,Moderately Suitable
81,19,107.55337499999999,-6.913374999999997,250m,0.43799663300798053,0.8869423983949575,0.0,0.007821186903595585,0.03410087075845739,0.017344584944293237,0.0,0.004385473752570432,0.006326060752993088,0.46428289864245204,0.1951577611404857,0.355707491951082,0.45331695275646394,0.34324834,Not Suitable
82,19,107.55337499999999,-6.9111249999999975,250m,0.453524993355692,0.8952272543154522,0.004049685074064313,0.0,0.0,0.026952715393979566,0.02280875807921765,0.0,0.022005917052982965,0.4678266708635267,0.20037993868056989,0.3181963788485231,0.4504317780717576,0.3688651,Moderately Suitable
83,19,107.55337499999999,-6.9088749999999965,250m,0.4616881961436772,0.9651777786937648,0.0,0.0,0.029477866516625616,0.0,0.0,0.03893865063799765,0.041726648150353055,0.5368318359874521,0.3013609858474713,0.35591419017280496,0.5448890136686529,0.4139339,Moderately Suitable
84,20,107.551125,-6.9088749999999965,250m,0.4598414170684316,0.9587509437192666,0.0,0.0,0.010710785800186914,0.012238559398403001,0.026869782004694,0.011196062182119252,0.02690676541102452,0.5352056001694893,0.3345257597807919,0.32144731648193425,0.5596472742939252,0.42348498,Moderately Suitable
85,20,107.551125,-6.9066249999999965,250m,0.42770218337089067,0.9855735695468945,0.02720595597274408,0.0,0.0028877744507591007,0.010868291235892225,0.0,0.014435501606724946,0.0018892500755141913,0.5286127771556679,0.3320195254383822,0.3300019144443359,0.5261957708438115,0.3992398,Moderately Suitable
86,20,107.551125,-6.904374999999996,250m,0.4390969589590084,0.8360923091737519,0.0003217938010510957,0.0,0.008735621027322308,0.02485229373376315,0.0,0.010280033242003335,0.04078167415530973,0.40967455204062186,0.11594539665244337,0.23354239513047292,0.4287953499735232,0.27448902,Not Suitable
87,20,107.55337499999999,-6.9088749999999965,250m,0.4484586093405452,0.9527511358526523,0.0027913825095473364,0.008263728592603025,0.003567319656218852,0.03622432395953882,0.01096949930300777,0.0,0.0011034429503115936,0.518112664480918,0.34949878784405164,0.34653283970222026,0.5819984907991334,0.38697153,Moderately Suitable
88,20,107.55337499999999,-6.9066249999999965,250m,0.4353042274213831,0.9758234852578066,0.022980165276718107,0.008466336149226763,0.0015238028754011462,0.0031691198861577164,0.0,0.0019075763482453649,0.0,0.5044759939648966,0.2977726864004936,0.3166885346359515,0.5377510602721455,0.3981873,Moderately Suitable
89,20,107.55337499999999,-6.904374999999996,250m,0.4659247157854688,0.8617128911608788,0.04101119849975176,0.0,0.0,0.002982625621123809,0.0,0.0,0.0,0.4292125427058776,0.09141826184788587,0.2795576685812683,0.35293765229231694,0.18824667,Not Suitable
90,22,107.551125,-6.899874999999997,250m,0.4641385972350439,0.9003503099201069,0.007444600227164924,0.0,0.0,0.0,0.007236446797608764,0.020652536848392633,0.0258653636782673,0.47088486547603026,0.1938229503644274,0.34259240326447493,0.3591030225324551,0.36319283,Moderately Suitable
91,22,107.551125,-6.897624999999996,250m,0.41323652452430276,0.8992836208008309,0.0,0.02008061837215885,0.02681679582103877,0.01652190552080588,0.005398672498232071,0.0,0.0,0.4923848071683469,0.224726993271491,0.3792572362236697,0.3132765693694892,0.33654842,Not Suitable
92,22,107.551125,-6.895374999999996,250m,0.4162731321824012,0.9869718600043406,0.499368438584468,0.3437808233038671,0.0,0.010140972788727195,0.2160928544691124,0.0,0.0,0.2314278527794818,0.0,0.15824651440084694,0.4075704541384281,0.41127607,Moderately Suitable
93,22,107.55337499999999,-6.899874999999997,250m,0.426746948071472,0.9192086971499681,0.006979948412195173,0.02473740678993121,0.0,0.0,0.022465742917500184,0.008912617969545513,0.0,0.4618898517803837,0.16630021864443234,0.4004503780136924,0.3496969960963823,0.34074447,Not Suitable
94,22,107.55337499999999,-6.897624999999996,250m,0.454723404210796,0.8788036683547396,0.0,0.0,0.0,0.0,0.0,0.012391757264160249,0.0015597341312072106,0.4826916958813664,0.20390066702209986,0.40774604988549024,0.36158119966140245,0.36065185,Moderately Suitable
95,22,107.55337499999999,-6.895374999999996,250m,0.49304166420864404,0.9451821504355516,0.5142432740834572,0.2847714358684769,0.007843693736430159,0.0,0.2487025492138858,0.0,0.0,0.22686898159187005,0.02306574972391051,0.16361606097447265,0.43716274399123695,0.36598933,Moderately Suitable
96,23,107.551125,-6.895374999999996,250m,0.44473108459850963,0.9596501440015409,0.48559557665582065,0.297331530659718,0.006952554343599312,0.0,0.20690679681400864,0.0,0.018639812270668292,0.21532657889886767,0.0,0.1798096075726031,0.40345373284471936,0.37746945,Moderately Suitable
97,23,107.551125,-6.893124999999995,250m,0.45739122460552745,0.9651853800892843,0.5384291547827612,0.3389623422300812,0.0,0.0,0.2231748286705626,0.0,0.0,0.21143992789648522,0.01418736986055475,0.1811428089306658,0.3930854490414978,0.45197928,Moderately Suitable
98,23,107.551125,-6.890874999999996,250m,0.19343840430961357,0.8492050931722677,0.010991360981512696,0.0,0.0,0.0,0.0,0.0,0.0,0.724822149910491,0.00118146085003281,0.30835210106637206,0.5389689629502634,0.16443613,Not Suitable
99,23,107.55337499999999,-6.895374999999996,250m,0.4314414892893944,0.96560384254885,0.46753741551723393,0.36225899591398925,0.009723803769169872,0.0,0.2012985978179849,0.0,0.0,0.20885320141578267,0.0,0.20150043388136846,0.43709344669148553,0.43171486,Moderately Suitable
